,teks,label,clean_teks
759,"<USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",yes,username iya kasihan si micin usah produk micin iklan masak tambah micin biar sedap netizen sudut mecin bodoh orang ganggu jiwa ngemil micinjusticeformicin
760,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,yes,wahh video lamakok baju norak bngtt ayuuterlihat murahaan
761,<USERNAME> bego lo ya,yes,username bodoh ya
762,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,yes,edit ya ampun si mommy lambe habis gosib ya si pelakor
763,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,yes,yah admin nya golong konsumsi mecin pil pcc otak rusak min
764,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,yes,orang govlok percaya ayu selingkuh sma rafibuktinya rafi sma gigi baek ajadan ktamu ayu pelakor suami rebut woyy ayu suami fikir pakai otak kbanyakan micin govlok
765,<USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,yes,username hoy baris sakit hati jijikk fans billy mah alhamdulillah banget billy putus manusiaa buluk ituu tunggu akhiry putus kobil jijik ni orang v
766,"MBA <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",yes,mbak username cinlok babang anthony ketemu sih set boy alah ngaku ajaaa mbak dumang cinlok sok bilang cinlok nama bodoh wajar netizen bilang ratu cinlok nyata ya marah resiko artis hahahhaa pintar ya mbak cari alas hahahahaha
767,"<USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",yes,username noh urus kuin biar gatal nempel laki orang masyarakat kali japok gundik janda gateludh nyata nya begtu anak sholehah agama nya kuat mata kuliah agama agama nya kuat hamil
768,"<USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",yes,username bilang kuin gesek grepe lakik orang malu hamil nikah kegatelan janda
769,"<USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",yes,username mohon bela pelakorini hukum si muljem tega recut suami sahabat sendiridia jalan sanksi sosial valakor mesti benci biar valakor indonesiabiar musnah sem
770,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",yes,najis muakk jijik pelakor jijik
771,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,yes,moga pelakor kena karma moga karma tinggal istri bwrjuang nol sukses selingkuh sok kuasa istri ya
772,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,yes,sedih ya ngamen kawin orang mantan istri mahhhh pesawat jet bhay pelakor n botakbego
773,<USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,yes,username heeehh pelakornya yaaaakkk ngapa emosi situuu kenal berani pakai akun asli pakai akun bodong ngerebut laki orang diam ceplos yak pakai bodong tertawa gueeee lucu
774,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,yes,wkwkwkwk laku nyanyi dhajatan si lonte pelakor
775,"<USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",yes,username wakakak cerita gituu ajar ni swamik swamik pilih pelakor istri hancuuurr bookk bohong deh miskin kismin nyungsep atur rezeki tuha
776,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,yes,cwenya bodoh cwonya pintar ya emang laki kaya macho plus nya kayak jago gombal maennya gesit ulala ngakakabis
777,<USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,yes,username bodoh ngapain keluarga depok komen orang hidup bahagia suka hujat orang hidup artis ayu pengaruh dasar benci ayuklo
778,<USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,yes,username mah lihat main prasangka eluelu haters dukundukun titis dajjal sok pintar otak kosong sorry ye bala nabi muhammad percaya ditunjukkin saksi bukti
779,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,yes,mata sepet baca koment fans ubul empang minggir woy bikin rusuh nih jaer amis jijik sumpahsoal enji cewek bala jaer nyampah bikin ribut
780,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil <USERNAME>",yes,sih si enji hart kah malas jijik laki model mah tanggung jwbnya ayu bunting tinggalin anak akuin anak nongol bilqis cantek eh sampek bini nya ngeposting enji kangen anak najonggg jijik betoll deh min bahas laki hart panutan ambil username
781,"<USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",yes,username bodoh nya pede bicara bilang bukti pintar jatohnya bodoh
782,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,yes,bilang enji ganteng bebas slingkuh bodoh kali ganteng pala bau menyan ganteng ganteng nya banyak gaya mantan bini depok nya
783,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",yes,sebenarnye cocok enji att gateeeel hahah si tongtong temu enji hukum alam jodoh cermin si entong bekaca biar sadar teryata otak m tahan guatelnye enji hah
784,"<USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",yes,username oalaahhh pelakor laki nya kegatelan nama laki kucing kasih ikan jaer gratis ya tolak wkwkkwkw
785,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",yes,laki ya sis suka pecun murah prempuan jilbab pintar enji downgrade sih dangdut kelas prempuan jilbab ehh pilih pecun jelek selera
786,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,yes,motorninja songong mbak orang mobil lamborgini
787,GoBlOk ?????? gua nonton berkaliâ‰¤ kaget juga ??,yes,goblok nonton kali kaget
788,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",yes,usa pakai anjing babi balas wkwk
789,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,yes,oh kemarin harga karya orang bilang jelek aduh penganten perempuan nya kenyang yah kembung perut nya pepuralugu
790,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",yes,percaya gimik raffi gigi attsehingga att serta keluarga hujad anak nydi hujad kesini tonton bodohin publik kasihan penghujad ayu pesbukers biar ngeluarkn album single artis hal nengri gimik yoo
791,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",yes,gimmick bodoh si ayu rating n popularitas berani taruhin harga nilai buruk mata masyarakat
792,Susah otaknya diemvang mah bikin rusuh dilapak orang,yes,susah otak diemvang mah bikin rusuh lapak orang
793,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,yes,najiiisss si mbak dese ajaaa hahahahaha maling teriak maling kaca buuuuuk
794,<USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,yes,username iyak kaa hahahahah geli banget sih att ih kampung habis
795,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET?????? <USERNAME> <USERNAME>",yes,joget bikin ngakakkk anjirrrr kampung username username
796,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego! <USERNAME>,yes,bagus la otak malu maluin mak tong akun asli pakai nama bodoh username
797,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",yes,bodoh mah sih contoh buruk anak pakai mata emang dugem bawa anak bodoh sih jaman texas jamin jam anak texas selagi rugi ya sewot
798,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",yes,si wanita jahiliyah lesbi pacar kasihan anak kemarin kasih bencana slnya tega misahin anak nya ktakutan anak nya masuk islam bp nya nuntut anak peluk islam kasih nikmat anak orang begajulan
799,<USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,yes,username kador artis komen tolol sumpah kenal nilai artis hahaha orang indonesia tuju kador artis celebgram kampung beda artis selebgra
800,<USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,yes,username hahahaaaa tolol pakai kador bencong kenal wkwkwkwkw eh orang nilai si kador bencong gerak gerik melambay suara ngondek pakai baju cewek nyaman cowok
801,"<USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",yes,username maklumin shaaay fans gatis keras otak bebel realita terima hal nagita artis jaman eh bilang numpang tenar rapi mamadpdhl si mamad y ph n
802,<USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,yes,usernamebee idih najong tag orang nimbrung mujaer kenal bawa nama ayu ting ting nagita duh bodoh piara kasihan
803,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",yes,langsung bilang maksud nama munafik
804,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",yes,jedar emang muka kali busuk mulut banci cucoklah banci
805,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,yes,amit amit deh orang jahat jilat bohong pelakor jijik
806,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk <USERNAME>",yes,wkwkwkwk ya allah ya tuhan orang munafik ni sok suci mulan jamela ayu ting ngikuti jejak a wkwkwk username
807,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",yes,si pelakor sombong brhasil si botak mnceraikan bunda mayaskrg hidup nya mkin anjlok bunda maya jelong kluarnegri
808,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,yes,hahhahaha sungguh allah subhanahu wata ala laknat wanita rebut zina suami sah oranglain
809,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada... <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",yes,wlina hemmmm capekmiskin sist miskin artis laku karma username sirik nyinyirin nyonya tuh bantuin jual cireng nya tuh cilok nya tuh untun libur monaco bromo
810,Kepo juga sm nyonyiah lu jongos <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,yes,kepo nyonyiah jongos username emang tetehlu pas hamil peak dinikahin brojol anak sirih emang lonteeeee kelas akun jamahliur junjung hehe
811,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ?????? <USERNAME>",yes,eh jongos cba duluan emang nyonyiah gembar gembor nikah ada nyonyiah ngaku nikah tetehlu lonte perek brojol ngaku nikah siri laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix username
812,"<USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",yes,username currr ya bunmai nikah janda janda suami nya rampas mulan jameelamenjijikkan ya mulan jameela rumah tangga bunmai hancur berani bilang dan suami aduha wanita be
813,"@w.lina2706 <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",yes,wlina username lucu ya sist lonte bela mati guoblok pelihara bayar muljamban bikin account username maia nikah nikah urus situ nyinyir sirik nya
814,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",yes,yaela muljem stu rusak bahagia klwrga orang bodoh prtahanin y
815,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,yes,lakik suka banci banci kawinin banci jijik
816,"<USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",yes,username komen lihat guna medsos bodoh bunyi situ sehat pakai hijab nyinyir
817,"<USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",yes,username malu tuh kerudung sayang ibadah nya sholat nyinyirin orang dandan sok suci mulut nya kaya sampah
